,title,brand,category_name,group_name
15106,"""blackberry torch 9800 imported white""","""AARNA INFOSYS""","""Smart Phones""","""Electronics"""
15107,"""coolpad a8 (royal gold)""","""Coolpad""","""Smart Phones""","""Electronics"""
15108,"""nubia m2 lite (black-gold, 4 gb ram + 32gb memory)""","""Nubia""","""Smart Phones""","""Electronics"""
15109,"""nubia n2 5000mah battery(black gold, 4gb+64gb)""","""Nubia""","""Smart Phones""","""Electronics"""
15110,"""asus zenfone go 5.0 lte (white, 16 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15111,"""samsung z4 sm-z400fzddins (gold)""","""Samsung""","""Smart Phones""","""Electronics"""
15112,"""panasonic eluga note 4g volte (3gb_ram_32gb_rom_16mp rear camera_5mp front camera)""","""Panasonic""","""Smart Phones""","""Electronics"""
15113,"""lyf water 10 (black)""","""LYF""","""Smart Phones""","""Electronics"""
15114,"""alcatel pixi4 5045t (volcano black)""","""Alcatel""","""Smart Phones""","""Electronics"""
15115,"""samsung galaxy j7 prime sm-g610fzkoins (black)""","""Samsung""","""Smart Phones""","""Electronics"""
15116,"""alcatel pixi 4-6 9001i (silver)""","""Alcatel""","""Smart Phones""","""Electronics"""
15117,"""alcatel pixi 4-6 9001i (gold)""","""Alcatel""","""Smart Phones""","""Electronics"""
15118,"""kult life 10 smartphone 4g 5 inch 3 gb ram 16 gb rom android lollipop 5.1.1 sandstone black""","""Surya""","""Smart Phones""","""Electronics"""
15119,"""hsl y202 plus android mobile phone with 4 inch screen (black)""","""HSL""","""Smart Phones""","""Electronics"""
15120,"""sony xperia xzs (ice blue)""","""Sony""","""Smart Phones""","""Electronics"""
15121,"""tashan ts 861 android 5 inch big display android 5.1 lollipop operating system dual sim smartphone 4 gb internal memory expandable up to 32 gb 2mp selfie camera & 5mp front facing camera for selfie wifi bluetooth fm radio whatsapp, facebook, instagram, twitter, (silver)""","""Tashan""","""Smart Phones""","""Electronics"""
15122,"""hsl y303 [white]""","""HSL""","""Smart Phones""","""Electronics"""
15123,"""blu life mark (white)""","""Blu""","""Smart Phones""","""Electronics"""
15124,"""cat s60 rugged waterproof smartphone with integrated flir camera (official warranty)""","""CAT""","""Smart Phones""","""Electronics"""
15125,"""asus zenfone go 5.5 lte (black, 16 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15126,"""swipe elite note (4g volte), (3gb ram), (black)""","""Swipe""","""Smart Phones""","""Electronics"""
15127,"""zopo color f2 - 4g volte (black, 2gb ram + 16 gb rom, 5.5\"" hd ips, multi function fingerprint scanner, 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15128,"""xiaomi redmi note 3 (silver, 32gb)""","""Mi""","""Smart Phones""","""Electronics"""
15129,"""zopo color c zp330(white)""","""Zopo""","""Smart Phones""","""Electronics"""
15130,"""honor bee 2 4g volte (black)""","""Huawei""","""Smart Phones""","""Electronics"""
15131,"""honor bee2 (black, 8gb)""","""Honor""","""Smart Phones""","""Electronics"""
15132,"""zopo speed 7 zp951 (white )""","""Zopo""","""Smart Phones""","""Electronics"""
15133,"""ivoomi me1 (5-inch hd ips, 1+8gb, 3000mah, 4g volte, champagne gold)""","""iVooMi""","""Smart Phones""","""Electronics"""
15134,"""iball cobalt youva / ram 2gb / rom 16gb / camera 8mp+5mp / battery 2600 mah /""","""iBall""","""Smart Phones""","""Electronics"""
15135,"""iball andi 4.5c magnifico 1gb ram 8 gb rom - black+brown""","""iBall""","""Smart Phones""","""Electronics"""
15136,"""leeco le 2 x526 (rose gold, 32gb)(certified refurbished)""","""Leeco""","""Smart Phones""","""Electronics"""
15137,"""leeco le 2 x526 (grey, 32gb)(certified refurbished)""","""Leeco""","""Smart Phones""","""Electronics"""
15138,"""zopo\u00a0speed\u00a0x - soft light selfie - android smartphone mobile (orchid gold, 3gb\u00a0ram\u00a0+\u00a032gb\u00a0rom,\u00a013mp\u00a0+\u00a02mp dual\u00a0rear camera\u00a0and\u00a013mp\u00a0front\u00a0camera)""","""Zopo""","""Smart Phones""","""Electronics"""
15139,"""leeco le max2 x821 (grey, 32gb)(certified refurbished)""","""Leeco""","""Smart Phones""","""Electronics"""
15140,"""lenovo k6 note 3gb ram grey""","""Lenovo""","""Smart Phones""","""Electronics"""
15141,"""lephone w7 dual sim(4g+4g) volte 2.5d curved glass - white""","""Lephone""","""Smart Phones""","""Electronics"""
15142,"""huwai honor bee (black)""","""Huwai""","""Smart Phones""","""Electronics"""
15143,"""zopo color e1 zp353(black)""","""Zopo""","""Smart Phones""","""Electronics"""
15144,"""zopo color c2 - rose gold - (1gb ram + 8gb rom, 5.0\"" hd, brushed metal look with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15145,"""zopo hero 1 (black)""","""Zopo""","""Smart Phones""","""Electronics"""
15146,"""zopo smart phone c3 - champagne gold""","""Zopo""","""Smart Phones""","""Electronics"""
15147,"""zopo color c2 - champagne gold - (1gb ram + 8gb rom, 5.0\"" hd, brushed metal look with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15148,"""asus zenfone 2 laser (black, 16 gb)  (3 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15149,"""asus zenfone 2 laser ze550kl (black, 16 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15150,"""zopo\u00a0speed\u00a0x - soft light selfie - android smartphone mobile (charcoal black, 3gb\u00a0ram\u00a0+\u00a032gb\u00a0rom,\u00a013mp\u00a0+\u00a02mp dual\u00a0rear camera\u00a0and\u00a013mp\u00a0front\u00a0camera)""","""Zopo""","""Smart Phones""","""Electronics"""
15151,"""celkon a10 (black)""","""Celkon""","""Smart Phones""","""Electronics"""
15152,"""zopo color c3 - rose gold - (2gb ram + 16gb rom, 8mp rear + 5mp front camera with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15153,"""ziox astra force 5 inch marshmallow 1gb & 16gb 4g smartphone (black)""","""Ziox""","""Smart Phones""","""Electronics"""
15154,"""umi plus android 6.0 smartphone - helio p10 cpu, 4gb ram, 5.5 inch ips fhd display, dual sim, 13mp camera (gold)""","""Generic (Unbranded)""","""Smart Phones""","""Electronics"""
15155,"""ziox astra viva 5 inch marshmallow 1gb & 8gb 4g smartphone (champagne)""","""Ziox""","""Smart Phones""","""Electronics"""
15156,"""ziox quiq cosmos (4 inch android 4gvolte smartphone) - champagne""","""Ziox""","""Smart Phones""","""Electronics"""
15157,"""karbonn k9 smart 1gb ram (white-gold)""","""Karbonn""","""Smart Phones""","""Electronics"""
15158,"""ziox astra nxt 4 inch marshmallow 512mb & 4gb 4g smartphone (black-champagne)""","""Ziox""","""Smart Phones""","""Electronics"""
15159,"""ziox astra viva 5 inch marshmallow 1gb & 8gb 4g smartphone (black)""","""Ziox""","""Smart Phones""","""Electronics"""
15160,"""karbonn machone titanium s310 (dark blue)""","""Karbonn""","""Smart Phones""","""Electronics"""
15161,"""ziox astra force 5 inch marshmallow 1gb & 16gb 4g smartphone (champ gold)""","""Ziox""","""Smart Phones""","""Electronics"""
15162,"""ziox quiq flash 5 inch marshmallow 1gb & 8gb 4g smartphone (champagne)""","""Ziox""","""Smart Phones""","""Electronics"""
15163,"""nasco tb25762 magnetic basic math skills classroom manipulative set""","""Nasco""","""Smart Phones""","""Electronics"""
15164,"""yurekas yu5200 4g 5.2\u201d touch-screen 4g (reliance jio 4g sim support) 3 gb ram & 16 gb internal memory and 13 mpix / 5 mpix hd smartphone""","""Surya""","""Smart Phones""","""Electronics"""
15165,"""samsung galaxy j5 (new 2016 edition) (gold, 16 gb)""","""Samsung""","""Smart Phones""","""Electronics"""
15166,"""yu yureka ao5510 (moondust grey) (certified refurbished)""","""YU""","""Smart Phones""","""Electronics"""
15167,"""goodone model g7 3g 5\"" smartphone with 2gb ram / 16 gb internal memory in blue colour""","""Surya""","""Smart Phones""","""Electronics"""
15168,"""earth 2 4g lte smart phone,black""","""LYF""","""Smart Phones""","""Electronics"""
15169,"""blackberry q10 black 16gb factory unlocked, international version - 4g / lte 3, 7, 8, 20 (1800 / 2600 / 900 / 800 mhz)""","""BlackBerry""","""Smart Phones""","""Electronics"""
15170,"""earth 2 4g lte smart phone,white""","""LYF""","""Smart Phones""","""Electronics"""
15171,"""coolpad model cool dazen x7-100 4g 5.2\u201d touch-screen 4g (reliance jio 4g sim support) 2 gb ram & 16 gb internal memory and 13 mpix /5 mpix hd smartphone in white colour""","""Surya""","""Smart Phones""","""Electronics"""
15172,"""meigu model m7 (finger print sensor) 32 gb with 2 gb ram and reliance jio 4g sim support in silver colour""","""Surya""","""Smart Phones""","""Electronics"""
15173,"""i-smart is 400(white)""","""iSmart""","""Smart Phones""","""Electronics"""
15174,"""sansui s73 s503630 grey""","""Sansui""","""Smart Phones""","""Electronics"""
15175,"""i-smart is 55(black)""","""iSmart""","""Smart Phones""","""Electronics"""
15176,"""reach opulent""","""Reach""","""Smart Phones""","""Electronics"""
15177,"""ettore 49016 grip 'n grab reach tool, 16-inch""","""Ettore""","""Smart Phones""","""Electronics"""
15178,"""yu yuphoria yu5010 on cyanogen mod (buffed steel, 16gb) (certified refurbished)""","""YU""","""Smart Phones""","""Electronics"""
15179,"""coolpad dazen x7 x7-100 (white)""","""Coolpad""","""Smart Phones""","""Electronics"""
15180,"""hyve buzz  android smartphone (sunset wine, 16gb)""","""Hyve""","""Smart Phones""","""Electronics"""
15181,"""hyve strom 4g""","""HYVE""","""Smart Phones""","""Electronics"""
15182,"""videocon infinium z42 nova dual sim smart phone - (4 gb, grey)""","""Videocon""","""Smart Phones""","""Electronics"""
15183,"""videocon krypton 22 v50tf 2gb ram 16 gb rom 4g volte android 7.0 nougat""","""Videocon""","""Smart Phones""","""Electronics"""
15184,"""lava x46 (gold)""","""Lava""","""Smart Phones""","""Electronics"""
15185,"""videocon krypton 22 4g volte(2gb ram black-grey) otg support""","""Videocon""","""Smart Phones""","""Electronics"""
15186,"""videocon graphite v45ed 4g volte android smartphone-gold""","""Videocon""","""Smart Phones""","""Electronics"""
15187,"""micromax canvas 4 plus a315 dual sim - black""","""Micromax""","""Smart Phones""","""Electronics"""
15188,"""spice xlife-520 hd dual sim android 5.1 lollipop mobile with 1.3 ghz quad core processor 8mp camera and 12.7 cm hd screen""","""Unknown""","""Smart Phones""","""Electronics"""
15189,"""intex aqua crystal+ (black)""","""Intex""","""Smart Phones""","""Electronics"""
15190,"""intex aqua power m (champagne)""","""Aqua Power M""","""Smart Phones""","""Electronics"""
15191,"""intex aqua 4g mini (red)""","""Intex""","""Smart Phones""","""Electronics"""
15192,"""zte blade v6 - grey (5\"" hd ips/13 mp+5mp/ 2gb ram+16 gb rom/android 5.0/ 4g volte)""","""ZTE""","""Smart Phones""","""Electronics"""
15193,"""micromax canvas 2 q4310 (chrome black)""","""Micromax""","""Smart Phones""","""Electronics"""
15194,"""meizu m5 32 gb (blue) 3 gb ram dual sim 4g""","""Meizu""","""Smart Phones""","""Electronics"""
15195,"""meizu note m1 (white) (certified refurbished)""","""Meizu""","""Smart Phones""","""Electronics"""
15196,"""asus zenfone 3s max (gold, 32 gb)  (3 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15197,"""asus zenfone 2 ze551ml (silver, 32 gb)  (4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15198,"""asus zenfone 3 max zc553kl  (gray, 32 gb) (3 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15199,"""swipe konnect neo 4g (black, 4 gb) (512 mb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
15200,"""swipe konnect prime ( 8gb, 4gvolte, gold smart phone)""","""Swipe""","""Smart Phones""","""Electronics"""
15201,"""asus zenfone go 5.5 lte (grey, 32 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15202,"""apple iphone se (rose gold, 32gb)""","""Apple""","""Smart Phones""","""Electronics"""
15203,"""swipe elite plus (2 gb ram |16 gb rom | ivory white) (4g )""","""Swipe""","""Smart Phones""","""Electronics"""
15204,"""hitech 100x125mm (4-inchx5-inch) twilight 2/nd0.9 grad soft edge""","""Formatt Hitech Limited""","""Smart Phones""","""Electronics"""
15205,"""hitech 100x125mm (4-inchx5-inch) autumn 3 hard edge""","""Formatt Hitech Limited""","""Smart Phones""","""Electronics"""
15206,"""intex aqua speed hd (silver, 8 gb)""","""Intex""","""Smart Phones""","""Electronics"""
15207,"""honor 7 (mystery grey)""","""Huawei""","""Smart Phones""","""Electronics"""
15208,"""micromax vdeo2 q4101 (champagne)""","""MICROMAX""","""Smart Phones""","""Electronics"""
15209,"""lyf water 5 (black)""","""LYF""","""Smart Phones""","""Electronics"""
15210,"""iball andi 4ips tiger""","""iBall""","""Smart Phones""","""Electronics"""
15211,"""cobalt solus 4g""","""iBall""","""Smart Phones""","""Electronics"""
15212,"""iball andi 5g blink 4g (special gold)""","""iBall""","""Smart Phones""","""Electronics"""
15213,"""iball baby panther andi 4.5v(black+blue)""","""iBall""","""Smart Phones""","""Electronics"""
15214,"""huwai honor bee (white)""","""Huwai""","""Smart Phones""","""Electronics"""
15215,"""shopybucket *offer free 1 selfie light with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15216,"""leeco le max2 x821 (rose gold, 32gb)(certified refurbished)""","""Leeco""","""Smart Phones""","""Electronics"""
15217,"""leeco le2 x526 (rose gold, 64gb)(certified refurbished)""","""Leeco""","""Smart Phones""","""Electronics"""
15218,"""spice stellar mi-526 (white-silver)""","""Spice""","""Smart Phones""","""Electronics"""
15219,"""spice stellar mi-520 (yellow)""","""Spice""","""Smart Phones""","""Electronics"""
15220,"""spice stellar mi-518 (grey)""","""Spice""","""Smart Phones""","""Electronics"""
15221,"""zopo speed 7 plus zp952 (black)""","""Zopo""","""Smart Phones""","""Electronics"""
15222,"""zopo color e1 zp353(white)""","""Zopo""","""Smart Phones""","""Electronics"""
15223,"""zopo color m4 - 4g volte - (1gb ram + 16gb rom, stylish leather design with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15224,"""zopo speed 7 zp951 (black )""","""Zopo""","""Smart Phones""","""Electronics"""
15225,"""zopo speed 7 plus zp952 (white)""","""Zopo""","""Smart Phones""","""Electronics"""
15226,"""celkon cliq (dual 4g volte , 2gb ram, 16gb rom, innovative designed look)""","""SAI RAM ENTERPRISES""","""Smart Phones""","""Electronics"""
15227,"""celkon q 452 dual sim android 5.1 smart phone with 1.2ghz quad core processor, 3.2mp camera (silver)""","""Celkon""","""Smart Phones""","""Electronics"""
15228,"""celkon campus evoke a43 (grey)""","""Celkon""","""Smart Phones""","""Electronics"""
15229,"""celkon a401 (white)""","""Celkon""","""Smart Phones""","""Electronics"""
15230,"""asus zenfone 2 laser ze500kl (black, 8 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15231,"""asus zenfone go 5 zc500tg (black)""","""Asus""","""Smart Phones""","""Electronics"""
15232,"""karbon aura power 4g gold""","""Karbonn""","""Smart Phones""","""Electronics"""
15233,"""karbonn titanium s10 (white)""","""Karbonn""","""Smart Phones""","""Electronics"""
15234,"""xolo era 2x 3gb (latte-gold)""","""XOLO""","""Smart Phones""","""Electronics"""
15235,"""samsung j5 prime sm-g570fzkgins (black)""","""Samsung""","""Smart Phones""","""Electronics"""
15236,"""lenovo k6 note 3gb ram silver""","""Lenovo""","""Smart Phones""","""Electronics"""
15237,"""blackberry keyone prd-63117-003 smartphone (black, 32gb, 3gb ram) - international variant""","""BlackBerry""","""Smart Phones""","""Electronics"""
15238,"""lg g2 d802 (white, 16gb)""","""LG""","""Smart Phones""","""Electronics"""
15239,"""phone pad g552 4g""","""MEDIACOM""","""Smart Phones""","""Electronics"""
15240,"""karbonn a 40 indian (4 inch/quad-core/4g+4g/android 7.0 nougat/ 1gb ram+8 gb rom) - champagne""","""Karbonn""","""Smart Phones""","""Electronics"""
15241,"""benwee model l9 (finger print sensor) 16 gb with 2 gb ram and reliance jio 4g sim support in gold colour""","""Surya""","""Smart Phones""","""Electronics"""
15242,"""surya malata model s521 4g 5.0 touch-screen 4g jio 4g support 1 gb ram & 8 gb internal memory & 13 mpix/5 mpix 2000 mah battery hd smartphone in white""","""Surya""","""Smart Phones""","""Electronics"""
15243,"""videocon z45 dazzle white""","""Videocon""","""Smart Phones""","""Electronics"""
15244,"""videocon krypton v50fg 16 gb black""","""Videocon""","""Smart Phones""","""Electronics"""
15245,"""honor bee 2 4g volte (white)""","""Huawei""","""Smart Phones""","""Electronics"""
15246,"""intex aqua power m (grey)""","""Intex""","""Smart Phones""","""Electronics"""
15247,"""intex aqua 4.0 4g (black)""","""Intex""","""Smart Phones""","""Electronics"""
15248,"""intex aqua zenith (champagne)""","""Intex""","""Smart Phones""","""Electronics"""
15249,"""zte blade qlux 4g (black, 8gb)""","""ZTE""","""Smart Phones""","""Electronics"""
15250,"""commadore ltelte 5.0 \u201d touch-screen 4g jio 4g support 2gb ram & 16 gb internal memory and 16 mpix / 8 mpix 2200 mah battery hd smartphone in black colour""","""Surya""","""Smart Phones""","""Electronics"""
15251,"""micromax canvas 5 model q463 with 3gb ram 4g jio sim supported special edition (wall nut wood)""","""Surya""","""Smart Phones""","""Electronics"""
15252,"""intex aqua lions 4g (champ)""","""Intex""","""Smart Phones""","""Electronics"""
15253,"""lava flair p1i (white)""","""Lava""","""Smart Phones""","""Electronics"""
15254,"""zen admire snap dual sim 5 inch marshmallow 2gb & 16gb & dual whatsapp 4g smartphone (coffee black)""","""Zen""","""Smart Phones""","""Electronics"""
15255,"""vivo y66 (crown gold) with offers""","""Vivo""","""Smart Phones""","""Electronics"""
15256,"""meizu m5 3gb+32 gb,android lollipop wid 13mp camera""","""MEIZU""","""Smart Phones""","""Electronics"""
15257,"""asus zenfone 2 ze551ml (gold, 32 gb) (4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15258,"""vivo y66 (matte black) with offers""","""Vivo""","""Smart Phones""","""Electronics"""
15259,"""ivoomi iv505 (5 inch hd, 3000mah, 4g volte)""","""iVooMi""","""Smart Phones""","""Electronics"""
15260,"""apple iphone se (gold, 32gb)""","""Apple""","""Smart Phones""","""Electronics"""
15261,"""swipe marathon (4000 mah, 4gb, grey)""","""Swipe""","""Smart Phones""","""Electronics"""
15262,"""micromax canvas fire 5 q386 grey, 3g""","""Micromax""","""Smart Phones""","""Electronics"""
15263,"""shopybucket ifcane e2 mini 1.0 inch quad band oled screen cell card phone gsm bluetooth 2.0 fm audio player sound recorder mobile phone""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15264,"""shopybucket *offer free 1 travel adapter with mobile* portable original ifcane e2 1.0 inch ultra thin children card mp3 ifcane e2 mini mobile phone cell pocket""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15265,"""shopybucket original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15266,"""shopybucket *offer free 5 pc usb led light with mobile* portable original ifcane e2 1.0 inch ultra thin children card mp3 ifcane e2 mini mobile phone cell pocket""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15267,"""shopybucket original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15268,"""shopybucket *offer free 1 selfie light with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15269,"""shopybucket *offer free 1 selfie light with mobile* ifcane e2 mini 1.0 inch quad band oled screen cell card phone gsm bluetooth 2.0 fm audio player sound recorder mobile phone""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15270,"""shopybucket *offer free 1 travel adapter with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15271,"""shopybucket original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15272,"""spice x-life 511 pro blue silver""","""spice""","""Smart Phones""","""Electronics"""
15273,"""shopybucket original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15274,"""spice stellar jazz mi-353 (white)""","""Stellar Jazz Mi-353 (White)""","""Smart Phones""","""Electronics"""
15275,"""spice stellar mi 497 (white)""","""Spice""","""Smart Phones""","""Electronics"""
15276,"""zopo hero 1 -4g votle-(white, 2gb ram + 16gb rom, 5.0\"" hd ips, 13mp rear camera with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15277,"""zopo\u00a0speed\u00a0x - soft light selfie - android smartphone mobile (space grey, 3gb\u00a0ram\u00a0+\u00a032gb\u00a0rom,\u00a013mp\u00a0+\u00a02mp dual\u00a0rear camera\u00a0and\u00a013mp\u00a0front\u00a0camera)""","""Zopo""","""Smart Phones""","""Electronics"""
15278,"""zopo color m5 - 4g volte - (charcoal black, 5.0\"" fashionable textured back cover with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15279,"""zopo color m5 - 4g volte - (carribean blue, 5.0\"" fashionable textured back cover with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15280,"""zopo color m5 - 4g volte - (matte white, 5.0\"" fashionable textured back cover with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15281,"""zopo color m5 - 4g volte - (peach, 5.0\"" fashionable textured back cover with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15282,"""zopo flash x plus (5.5\"" fhd, 3gb ram + 32gb rom, sony 13mp camera, powerful 64bit octacore, fastest fingerprint scanner, orchid gold)""","""Zopo""","""Smart Phones""","""Electronics"""
15283,"""zopo color x 5.5 - 4g volte (space grey, 3gb ram + 16 gb rom, 5.5\"" hd ips with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15284,"""zopo color x 5.5 - 4g volte (orchid gold, 3gb ram + 16 gb rom, 5.5\"" hd ips with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15285,"""zopo color x 5.5 - 4g volte ( royale gold, 3gb ram + 16 gb rom, 5.5\"" hd ips with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15286,"""zen admire joy 5 inch marshmallow 8gb 4g smartphone (champagne-gold)""","""Zen""","""Smart Phones""","""Electronics"""
15287,"""zen admire neo dual sim marshmallow 512mb & 8gb 4g smartphone (champagne gold)""","""Zen""","""Smart Phones""","""Electronics"""
15288,"""zen admire metal dual sim 5 inch marshmallow 1gb & 16gb & dual whatsapp 4g smartphone (champagne gold)""","""Zen""","""Smart Phones""","""Electronics"""
15289,"""zen admire neo dual sim marshmallow 512mb & 8gb 4g smartphone (rose gold)""","""Zen""","""Smart Phones""","""Electronics"""
15290,"""vivo v5s (energetic blue) with offer""","""Vivo""","""Smart Phones""","""Electronics"""
15291,"""samsung galaxy j5 (new 2016 edition) (black, 16 gb)""","""Samsung""","""Smart Phones""","""Electronics"""
15292,"""samsung galaxy j5 prime  sm-g570fzdgins (32gb gold)""","""Samsung""","""Smart Phones""","""Electronics"""
15293,"""nokia mobile phone c5 smartphone grey""","""Tandav""","""Smart Phones""","""Electronics"""
15294,"""google pixel xl (very silver, 128gb)""","""Google""","""Smart Phones""","""Electronics"""
15295,"""zopo color m4 - 4g volte - (1gb ram + 16gb rom, stylish leather design with 365 days replacement warranty)""","""Zopo""","""Smart Phones""","""Electronics"""
15296,"""lg optimus l5 ii e450 (white)""","""LG""","""Smart Phones""","""Electronics"""
15297,"""lg l90 dual d410 (white)""","""LG""","""Smart Phones""","""Electronics"""
15298,"""lg optimus hub e510 (white)""","""LG""","""Smart Phones""","""Electronics"""
15299,"""karbonn titanium machfive (silver)""","""Karbonn""","""Smart Phones""","""Electronics"""
15300,"""lg m250i (titan)""","""LG""","""Smart Phones""","""Electronics"""
15301,"""lava a77 (gold)""","""Lava""","""Smart Phones""","""Electronics"""
15302,"""karbonn titanium vista 4g black8gb black""","""Karbonn""","""Smart Phones""","""Electronics"""
15303,"""infocus m415 (black, 8gb) (certified refurbished)""","""InFocus""","""Smart Phones""","""Electronics"""
15304,"""surya venso model reiv5004g 5.0 \"" touch-screen 4g jio 4g support 1 gb ram & 8 gb internal memory & 13 mpix/5 mpix 4200 mah battery hd smartphone-black""","""Surya""","""Smart Phones""","""Electronics"""
15305,"""xifo q8 5\u201d 4g reliance jio support 4g mobile smart phone with 2 gb ram & 16 gb rom and 13 mpix /5 mpix with fingerprint in rosegold colour""","""Surya""","""Smart Phones""","""Electronics"""
15306,"""infocus bingo 20 m425 (white)""","""InFocus""","""Smart Phones""","""Electronics"""
15307,"""videocon krypton v50fa 4g android smartphone - black""","""Videocon""","""Smart Phones""","""Electronics"""
15308,"""honor 5x (gold, 16gb)""","""Huawei""","""Smart Phones""","""Electronics"""
15309,"""intex aqua zenith (black)""","""Intex""","""Smart Phones""","""Electronics"""
15310,"""gsmart model classic lte 5.0 \u201d touch-screen 4g jio 4g support 2gb ram & 16 gb internal memory and 8 mpix / 5 mpix 2200 mah battery hd smartphone in white colour""","""Surya""","""Smart Phones""","""Electronics"""
15311,"""intex aqua power m (white+champagne)""","""Intex""","""Smart Phones""","""Electronics"""
15312,"""panasonic eluga pulse, dark grey""","""Panasonic""","""Smart Phones""","""Electronics"""
15313,"""intex aqua lions 4g (black-grey)""","""Intex""","""Smart Phones""","""Electronics"""
15314,"""panasonic p55 novo (midnight blue, 3gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
15315,"""asus zenfone 3 max zc553kl  (silver, 32 gb) (3 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15316,"""vivo y53 (crown gold) with offers""","""Vivo""","""Smart Phones""","""Electronics"""
15317,"""vivo y55s (crown gold) with offers""","""Vivo""","""Smart Phones""","""Electronics"""
15318,"""intex aqua speed (black-champagne)""","""Intex""","""Smart Phones""","""Electronics"""
15319,"""asus zenfone go 5.5 lte (gold, 32 gb)  (2 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15320,"""asus zenfone 2 ze551ml (silver, 128 gb)  (4 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
15321,"""swipe slate pro (white)""","""Swipe""","""Smart Phones""","""Electronics"""
15322,"""samsung galaxy s6 edge (white, 64gb)""","""Samsung""","""Smart Phones""","""Electronics"""
15323,"""micromax canvas blaze mt500 (black, 4gb)""","""Micromax""","""Smart Phones""","""Electronics"""
15324,"""shopybucket original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15325,"""shopybucket *offer free 1 selfie light with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mp3 playback mobile phone""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15326,"""shopybucket *offer free 1 selfie light with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mp3 playback mobile phone""","""ShopyBucket""","""Smart Phones""","""Electronics"""
15327,"""shopybucket *offer free 1 travel adapter with mobile* original ifcane e2 1.0 inch quad band card phone bluetooth 2.0 fm audio player sound recorder mobile phone russian keyboard""","""ShopyBucket""","""Smart Phones""","""Electronics"""
